Timestamp,WW_supply_flow,WW_ammonia_measurement,WW_Secondary_Sediment_Flow,WW_effluent_flow_measurement_,WW_effluent_recirculation_flow_measurment,WW_dry_substance_measurement,WW_sec_Sediment_dry_substance_measurement,WW_effluent_jack_Flow,WW_section_1_air_flow_measurement,WW_section_2_air_flow_measurement,WW_section_3_air_flow_measurement,WW_Settled_Solids,WW_Precipitate_mm,WW_nitrate_measurement_BLT_4_comp__3,WW_nitrate_measurement_BLT_4_comp__5_of_9,WW_nitrate_measurement_BLT_4_comp__6_of_10,WW_nitrate_measurement_Before_Aeration,WW_Aeration_Point_BLT_4_comp__10_,WW_Aeration_Point_BLT_4_comp__3,WW_Aeration_Point_BLT_4_comp__4,WW_Aeration_Point_BLT_4_comp__5_,WW_Aeration_Point_BLT_4_comp__6,WW_Aeration_Point_BLT_4_comp__7,WW_Aeration_Point_BLT_4_comp__8_,WW_Aeration_Point_BLT_4_comp__9,WW_Temperature_Measurement_BLT_4,WW_Turbid_Measurement,WW_Oxygen_Measurement_BLT_4_comp__10,WW_Oxygen_Measurement_BLT_4_comp__4,WW_Oxygen_Measurement_BLT_4_comp__6,WW_Oxygen_Measurement_BLT_4_comp__8,WW_Oxygen_Measurement__Before_Aeration_Section_2_
22/09/2007 00:40,3819.54,1.10995,-0.0405093,0,2989,3.37004,4.58599,8585.16,1175,2192,3200,500,0,5.01953,4.64081,6.63713,0,54.7932,35.5354,33.758,0,64.6961,56.8914,61.1813,54.8868,19.0215,0,1.33912,2.04282,2.21644,1.19599,5
22/09/2007 00:50,3725.12,0.98206,-0.0405093,0,2989,3.35986,4.89829,8517.45,1175,2192,3200,500,0,5.33012,5.01541,6.71459,0,54.0849,21.2491,22.4919,0,69.6007,51.5591,50.4365,55.7287,19.0239,0,1.37286,3.51273,2.27431,1.20949,5
22/09/2007 01:00,3763.21,0.834491,-0.0405093,0,2989,3.37818,4.55042,8413.81,1175,2192,3200,500,0,5.42865,5.16385,6.87435,0,55.1273,18.4426,20.0864,0,62.5444,54.9669,47.9106,56.8914,19.0205,0,1.46412,4.09433,2.25911,1.29919,5
22/09/2007 01:10,3867.62,0.669126,-0.0405093,0,3057,3.37095,5.29315,8789.29,1175,2192,3200,500,0,5.52717,5.29405,7.11198,0,53.6439,26.8119,20.0864,0,64.3486,48.5254,43.2599,56.2766,19.0133,0,1.38889,2.84433,2.27865,1.12558,5
22/09/2007 01:20,3746.24,0.510995,-0.0405093,0,3057,3.39575,4.58282,8493.38,1175,2192,3200,500,0,5.79688,5.62641,7.30382,0,55.408,19.2845,27.0625,0,64.3085,50.0756,49.1936,56.3301,19.0061,0,1.28472,2.29745,2.3316,1.16733,5
22/09/2007 01:30,3758.66,0.40162,-0.0405093,0,3057,3.40307,4.84773,8492.02,1175,2192,3200,500,0,5.76852,5.61117,7.5204,0,53.8844,41.9769,41.8166,0,67.2754,47.6701,45.6655,56.0494,18.9988,0,1.43519,3.16262,2.30613,1.19792,5
22/09/2007 01:40,3826.1,0.305556,-0.0405093,2261,3057,3.39873,4.59129,8725.77,1175,2192,3200,500,0,5.62033,5.5548,7.73589,0,54.0849,0,21.3694,0,71.4851,49.8752,48.1512,56.9315,18.9916,0,1.42216,2.52604,2.3235,1.17694,5
22/09/2007 01:50,3629.34,0.168403,-0.0405093,2261,3057,3.39439,4.69388,8248.79,1175,2192,3200,500,0,5.36437,5.49844,7.82986,0,54.8066,0,21.6901,0,64.3486,54.566,55.0471,55.9893,18.9844,0,1.55816,3.44039,2.22135,1.42747,5
22/09/2007 02:00,3725.12,0.0625,-0.0405093,2261,3057,3.39005,4.71001,8388.91,1175,2192,3200,500,0,5.10352,5.44132,7.71322,0,52.6817,0,29.3879,0,66.2731,49.7148,47.7503,55.6084,18.98,0,1.74769,2.0978,2.23307,1.36574,5
22/09/2007 02:10,3696.76,0.0376157,71.8634,2261,3057,3.38571,4.84592,8390.84,1175,2192,3200,500,0,5.25326,5.38246,7.6786,0,52.822,0,33.5575,0,63.8675,50.3563,42.418,56.0494,18.9776,0,1.92998,2.12095,2.21644,1.2037,5
22/09/2007 02:20,3736.55,0.0303819,-0.0405093,2261,3057,3.38137,4.59093,8388.04,1175,2192,3200,500,0,5.34165,5.32359,7.76704,0,55.1674,0,19.9661,0,66.2129,57.6531,43.4203,55.2476,18.9752,0,2.07755,2.5463,2.2462,1.14046,5
22/09/2007 02:30,3662.09,0.0231481,-0.0405093,2261,3057,3.38585,4.67086,8337.13,1175,2192,3200,500,0,5.41471,5.26473,7.60569,0,54.2052,0,0,0,65.7719,49.7148,50.9176,55.7287,18.9728,0,2.05729,0.529514,2.25984,1.26447,5
22/09/2007 02:40,3700.18,0.0159144,-0.0405093,2261,3057,3.39623,4.67547,8286.86,1175,2192,3200,500,0,5.48777,5.05881,7.22786,0,53.0425,0,0,0,66.5136,53.243,42.4981,55.0872,18.9704,0,2.10359,0.323247,2.28877,1.17188,5
22/09/2007 02:50,3738.59,0.00868055,-0.0405093,2261,3057,3.4066,4.89999,8236.58,1175,2192,3200,500,0,5.69162,4.82227,7.01118,0,56.1697,0,0,0,60.9407,45.7857,50.8374,55.4481,18.968,0,1.95891,0.303289,2.30035,1.28762,5
22/09/2007 03:00,3639.18,0.00144676,-0.0405093,2261,3057,3.41697,4.67086,8296.86,1175,2192,3200,500,0,5.63824,4.82754,7.11089,0,54.8066,0,0,0,63.1057,52.3609,46.5876,56.1296,18.9598,0,1.92323,0.306665,2.21759,1.10894,5
22/09/2007 03:10,3664.24,0,-0.0405093,2261,3057,3.42735,4.66262,8324.03,1175,2192,3200,500,0,5.51237,4.87373,7.33832,0,54.7264,0,0,0,68.6385,55.1273,48.0309,56.8914,18.9477,0,1.90249,0.310041,2.26524,1.13831,5
22/09/2007 03:20,3688.56,0,-0.0405093,2261,3057,3.43461,4.70116,8413.81,1175,2192,3200,500,0,5.30924,4.91992,7.18381,0,54.8467,0,0,0,69.0394,45.2645,50.7572,57.4527,18.9357,0,1.92708,0.313416,2.30768,1.24711,5
22/09/2007 03:30,3729.8,0,-0.0405093,2261,3057,3.43461,4.86372,8534.14,1175,2192,3200,500,0,5.53451,4.97635,7.09882,0,53.0024,0,0,0,64.8698,58.0541,50.7973,54.8467,18.9236,0,1.84365,0.316792,2.31321,1.17573,5
22/09/2007 03:40,3573.35,0,-0.0405093,2261,3057,3.43461,4.66363,8145.25,1175,2192,3200,500,0,5.64187,5.05664,7.02802,0,55.2075,0,0,0,66.7542,48.9931,54.0047,55.3278,18.9116,0,1.93866,0.320168,2.15071,1.21817,5
22/09/2007 03:50,3644.91,0,-0.0405093,2261,3057,3.43461,4.69184,8298.34,1175,2192,3200,500,0,5.48834,5.13694,6.95722,0,53.8043,0,0,0,67.7966,47.7102,45.5452,55.6886,18.8995,0,1.95023,0.323206,2.21137,1.12751,5
22/09/2007 04:00,3623.34,0,-0.0405093,2261,3057,3.43461,4.69636,8235.5,1175,2192,3200,500,0,5.41168,5.21723,6.88642,0,54.2052,0,0,0,68.7989,46.8482,62.5444,54.1651,18.9501,0,2.11227,0.3261,2.30999,1.386,5
22/09/2007 04:10,3656.93,0,72.0255,2261,3057,3.43461,4.83145,8319.41,1175,2192,3200,500,0,5.5144,5.24327,7.07335,0,54.3255,0,0,0,66.2931,49.9554,49.0332,54.0849,19.0426,0,2.21644,0.328993,2.2338,1.29167,5
22/09/2007 04:20,3602,0,-0.0405093,2261,3057,3.43519,4.72367,8186.4,1175,2192,3200,500,0,5.44408,5.14272,7.06988,0,54.6462,0,0,0,66.5537,51.5992,48.3918,55.4881,19.135,0,2.40336,0.331887,2.24248,1.13281,5
22/09/2007 04:30,3526.44,0,-0.0405093,2261,3057,3.43711,4.65133,8032.47,1175,2192,3200,500,0,5.4222,5.20629,7.13628,0,54.8868,0,0,0,67.7164,52.4812,50.5167,57.573,19.2274,0,2.46528,0.33478,2.31771,1.19213,5
22/09/2007 04:40,3482.19,0,-0.0405093,2261,3057,3.43904,4.74682,7913.22,1175,2192,3200,500,0,5.53724,5.31089,7.10721,0,53.4635,0,0,0,60.7804,53.4033,50.4365,56.29,19.1217,0,2.63889,0.337674,2.26659,1.22804,5
22/09/2007 04:50,3435.26,0,-0.0405093,2261,3057,3.44097,4.95117,7792.89,1175,2192,3200,500,0,5.47257,5.35677,6.99766,0,57.172,0,0,0,70.0818,52.6817,53.4033,57.3324,19.016,0,2.91088,0.334491,2.28114,1.21238,5
22/09/2007 05:00,3420.49,0,-0.0405093,2261,3057,3.4429,4.7895,7904.17,1175,2192,3200,500,0,5.4079,5.26562,7.08186,0,56.3702,0,0,0,67.9569,52.5213,54.0047,63.1859,19.2122,0,2.21644,0.328704,2.25984,1.46991,5
22/09/2007 05:10,3324.07,0,-0.0405093,2261,3057,3.44483,4.69817,7524.96,1175,2192,3200,500,0,5.51567,5.18285,7.16606,0,30.4704,0,0,0,71.6455,49.4342,50.1558,30.7911,19.205,0,2.26563,0.322917,2.3112,1.31283,5
